id,customer_id,review_text,rating
743,1734,Great product! Fast delivery.,5
744,1953,Great product! Fast delivery.,4
745,1956,"Terrible experience, would not recommend.",1
746,1291,Loved it! Very happy with my purchase.,4
747,1214,Customer service was rude.,1
748,1984,"Terrible experience, would not recommend.",5
749,1452,Great product! Fast delivery.,2
750,1430,Affordable and high quality.,4
751,1515,Would buy again!,1
752,1587,Customer service was rude.,5
753,1844,"Average, nothing special.",3
754,1457,The item is not as described.,3
755,1548,Not satisfied with the quality.,2
756,1460,Would buy again!,5
757,1913,Product was damaged on arrival.,1
758,1511,"Average, nothing special.",5
759,1210,Affordable and high quality.,4
760,1320,"Amazing customer support, will buy again.",1
761,1048,The item is not as described.,5
762,1884,"Amazing customer support, will buy again.",1
763,1322,"Fast shipping, but packaging was poor.",3
764,1565,The item is not as described.,3
765,1193,Would buy again!,3
766,1235,Great product! Fast delivery.,2
767,1482,Great product! Fast delivery.,4
768,1794,"Disappointed, not as advertised.",1
769,1967,"Excellent service, highly recommended!",4
770,1342,"Amazing customer support, will buy again.",4
771,1961,Great product! Fast delivery.,5
772,1056,Customer service was rude.,1
773,1982,"Excellent service, highly recommended!",3
774,1053,"Excellent service, highly recommended!",5
775,1360,Affordable and high quality.,2
776,1645,Would buy again!,2
777,1728,The item is not as described.,5
778,1038,Customer service was rude.,3
779,1813,The item is not as described.,2
780,1794,Not satisfied with the quality.,3
781,1622,Product was damaged on arrival.,5
782,1716,Product was damaged on arrival.,5
783,1055,Customer service was rude.,3
784,1657,Not satisfied with the quality.,1
785,1336,Affordable and high quality.,4
786,1104,"Amazing customer support, will buy again.",1
787,1102,The item is not as described.,5
788,1493,Not satisfied with the quality.,5
789,1825,"Fast shipping, but packaging was poor.",4
790,1783,"Fast shipping, but packaging was poor.",2
791,1230,"Disappointed, not as advertised.",5
792,1278,"Amazing customer support, will buy again.",4
793,1451,"Fast shipping, but packaging was poor.",1
794,1983,Great product! Fast delivery.,1
795,1015,Great product! Fast delivery.,1
796,1438,"Disappointed, not as advertised.",5
797,1140,Product was damaged on arrival.,1
798,1094,Very good experience!,1
799,1457,"Terrible experience, would not recommend.",4
800,1859,"Excellent service, highly recommended!",2
801,1794,Very good experience!,2
802,1893,"Disappointed, not as advertised.",5
803,1911,Product was damaged on arrival.,1
804,1508,Customer service was rude.,1
805,1098,"Fast shipping, but packaging was poor.",5
806,1342,Great product! Fast delivery.,5
807,1749,Not satisfied with the quality.,2
808,1125,"Terrible experience, would not recommend.",4
809,1748,"Amazing customer support, will buy again.",2
810,1929,The item is not as described.,5
811,1088,Product was damaged on arrival.,3
812,1514,Product was damaged on arrival.,1
813,1621,Customer service was rude.,2
814,1502,Great product! Fast delivery.,1
815,1568,Affordable and high quality.,3
816,1573,Very good experience!,2
817,1282,"Terrible experience, would not recommend.",1
818,1245,Would buy again!,2
819,1837,"Average, nothing special.",3
820,1474,Customer service was rude.,2
821,1165,"Terrible experience, would not recommend.",5
822,1003,"Excellent service, highly recommended!",3
823,1882,Would buy again!,5
824,1045,Loved it! Very happy with my purchase.,2
825,1045,"Disappointed, not as advertised.",5
826,1552,"Fast shipping, but packaging was poor.",5
827,1447,Affordable and high quality.,4
828,1444,"Fast shipping, but packaging was poor.",3
829,1656,Affordable and high quality.,5
830,1615,Would buy again!,2
831,1313,Very good experience!,1
832,1166,Would buy again!,4
833,1157,Would buy again!,4
834,1009,Product was damaged on arrival.,2
835,1068,Affordable and high quality.,3
836,1558,Product was damaged on arrival.,3
837,1041,"Disappointed, not as advertised.",4
838,1445,Loved it! Very happy with my purchase.,2
839,1616,"Amazing customer support, will buy again.",2
840,1533,Very good experience!,3
841,1421,Not satisfied with the quality.,2
842,1187,The item is not as described.,1
843,1677,"Terrible experience, would not recommend.",4
844,1219,Would buy again!,2
845,1848,"Amazing customer support, will buy again.",1
846,1982,Not satisfied with the quality.,1
847,1184,"Disappointed, not as advertised.",5
848,1036,"Fast shipping, but packaging was poor.",1
849,1731,Not satisfied with the quality.,3
850,1687,"Excellent service, highly recommended!",1
851,1127,Would buy again!,5
852,1121,"Amazing customer support, will buy again.",4
853,1643,"Terrible experience, would not recommend.",3
854,1341,Customer service was rude.,1
855,1334,"Disappointed, not as advertised.",5
856,1481,"Terrible experience, would not recommend.",1
857,1148,Not satisfied with the quality.,4
858,1179,Not satisfied with the quality.,2
859,1874,Affordable and high quality.,2
860,1261,Great product! Fast delivery.,3
861,1497,"Disappointed, not as advertised.",5
862,1512,Would buy again!,2
863,1425,"Amazing customer support, will buy again.",4
864,1118,"Amazing customer support, will buy again.",2
865,1042,"Amazing customer support, will buy again.",2
866,1397,Affordable and high quality.,1
867,1912,"Amazing customer support, will buy again.",3
868,1430,The item is not as described.,1
869,1695,"Amazing customer support, will buy again.",2
870,1354,"Terrible experience, would not recommend.",5
871,1439,"Average, nothing special.",4
872,1332,"Disappointed, not as advertised.",3
873,1544,Affordable and high quality.,2
874,1910,"Average, nothing special.",1
875,1502,Great product! Fast delivery.,1
876,1263,Product was damaged on arrival.,5
877,1415,Affordable and high quality.,3
878,1525,"Disappointed, not as advertised.",2
879,1579,The item is not as described.,3
880,1512,Customer service was rude.,5
881,1900,Not satisfied with the quality.,4
882,1717,Not satisfied with the quality.,4
883,1353,Affordable and high quality.,3
884,1450,Customer service was rude.,1
885,1451,Very good experience!,5
886,1820,Would buy again!,2
887,1039,"Excellent service, highly recommended!",1
888,1933,"Amazing customer support, will buy again.",5
889,1420,"Fast shipping, but packaging was poor.",4
890,1827,Would buy again!,2
891,1302,"Average, nothing special.",1
892,1518,"Excellent service, highly recommended!",3
893,1573,Loved it! Very happy with my purchase.,3
894,1686,Product was damaged on arrival.,2
895,1622,Affordable and high quality.,5
896,1748,"Disappointed, not as advertised.",3
897,1930,The item is not as described.,3
898,1765,"Terrible experience, would not recommend.",2
899,1678,"Fast shipping, but packaging was poor.",4
900,1702,Customer service was rude.,4
901,1561,"Average, nothing special.",1
902,1784,"Excellent service, highly recommended!",5
903,1800,Very good experience!,5
904,1462,Loved it! Very happy with my purchase.,1
905,1138,Great product! Fast delivery.,3
906,1209,"Amazing customer support, will buy again.",5
907,1429,Loved it! Very happy with my purchase.,4
908,1972,"Amazing customer support, will buy again.",1
909,1221,"Disappointed, not as advertised.",1
910,1559,"Average, nothing special.",4
911,1950,"Excellent service, highly recommended!",5
912,1718,Not satisfied with the quality.,3
913,1130,"Excellent service, highly recommended!",3
914,1889,Product was damaged on arrival.,4
915,1042,Affordable and high quality.,2
916,1543,Loved it! Very happy with my purchase.,5
917,1749,Product was damaged on arrival.,1
918,1964,Not satisfied with the quality.,1
919,1294,Great product! Fast delivery.,3
920,1955,Loved it! Very happy with my purchase.,1
921,1486,The item is not as described.,3
922,1396,"Fast shipping, but packaging was poor.",1
923,1279,Very good experience!,5
924,1310,Affordable and high quality.,5
925,1614,Product was damaged on arrival.,1
926,1222,"Amazing customer support, will buy again.",3
927,1294,Affordable and high quality.,2
928,1294,Not satisfied with the quality.,2
929,1117,Product was damaged on arrival.,2
930,1225,Great product! Fast delivery.,5
931,1340,"Amazing customer support, will buy again.",1
932,1686,Customer service was rude.,5
933,1419,Not satisfied with the quality.,1
934,1814,The item is not as described.,1
935,1057,Not satisfied with the quality.,1
936,1459,"Fast shipping, but packaging was poor.",2
937,1031,"Fast shipping, but packaging was poor.",5
938,1309,Not satisfied with the quality.,4
939,1669,Would buy again!,3
940,1644,Customer service was rude.,1
941,1953,Affordable and high quality.,2
942,1464,"Terrible experience, would not recommend.",1
943,1012,"Terrible experience, would not recommend.",3
944,1298,Affordable and high quality.,2
945,1285,"Excellent service, highly recommended!",4
946,1294,"Terrible experience, would not recommend.",4
947,1030,"Amazing customer support, will buy again.",3
948,1137,"Terrible experience, would not recommend.",1
949,1497,"Terrible experience, would not recommend.",3
950,1174,"Excellent service, highly recommended!",4
951,1127,"Terrible experience, would not recommend.",1
952,1613,"Amazing customer support, will buy again.",5
953,1048,Would buy again!,1
954,1873,Customer service was rude.,3
955,1273,"Average, nothing special.",4
956,1341,The item is not as described.,2
957,1301,"Terrible experience, would not recommend.",2
958,1185,"Average, nothing special.",5
959,1358,"Terrible experience, would not recommend.",1
960,1564,Not satisfied with the quality.,4
961,1228,Affordable and high quality.,4
962,1578,"Fast shipping, but packaging was poor.",5
963,1293,"Terrible experience, would not recommend.",2
964,1645,"Fast shipping, but packaging was poor.",4
965,1001,Loved it! Very happy with my purchase.,2
966,1704,The item is not as described.,5
967,1301,"Excellent service, highly recommended!",2
968,1867,Affordable and high quality.,5
969,1697,Loved it! Very happy with my purchase.,4
970,1393,Product was damaged on arrival.,5
971,1057,Affordable and high quality.,5
972,1368,Would buy again!,1
973,1820,"Fast shipping, but packaging was poor.",1
974,1775,Very good experience!,3
975,1230,"Average, nothing special.",3
976,1450,Affordable and high quality.,3
977,1942,Not satisfied with the quality.,5
978,1071,"Terrible experience, would not recommend.",5
979,1632,"Excellent service, highly recommended!",3
980,1548,Affordable and high quality.,4
981,1329,Product was damaged on arrival.,4
982,1400,Would buy again!,1
983,1431,Great product! Fast delivery.,2
984,1426,Affordable and high quality.,4
985,1671,"Amazing customer support, will buy again.",1
986,1577,Great product! Fast delivery.,2
987,1299,"Fast shipping, but packaging was poor.",2
988,1006,Not satisfied with the quality.,2
989,1841,"Average, nothing special.",2
990,1950,"Fast shipping, but packaging was poor.",1
991,1877,"Disappointed, not as advertised.",5
992,1798,Very good experience!,4
993,1830,Product was damaged on arrival.,1
994,1911,Customer service was rude.,5
995,1512,"Average, nothing special.",1
996,1160,"Average, nothing special.",3
997,1594,"Amazing customer support, will buy again.",4
998,1304,Would buy again!,3
999,1836,Loved it! Very happy with my purchase.,1
1000,1945,Great product! Fast delivery.,5
